word,lemmas,points
finfishes,finfish,2
fingerers,fingerer,3
fingering,finger,1
fingertip,fingertip,1
finishers,finisher,2
finishing,finish,1
finitisms,finitism,3
finitists,finitist,3
finitudes,finitude,2
finnmarks,finnmark,3
finocchio,finocchio,3
finochios,finochio,3
fioratura,fioratura,3
fioritura,fioritura,3
fioriture,fioritura,3
firebacks,fireback,3
fireballs,fireball,2
firebases,firebase,3
firebirds,firebird,2
fireboard,fireboard,3
fireboats,fireboat,3
firebombs,firebomb,2
fireboxes,firebox,2
firebrand,firebrand,2
firebrats,firebrat,3
firebreak,firebreak,3
firebrick,firebrick,3
fireclays,fireclay,3
firedamps,firedamp,3
firedrake,firedrake,3
firefight,firefight,2
fireflies,firefly,2
fireflood,fireflood,3
fireguard,fireguard,3
firehalls,firehall,3
firehoses,firehose,2
firehouse,firehouse,2
firelight,firelight,2
firelocks,firelock,3
firepinks,firepink,3
fireplace,fireplace,1
fireplugs,fireplug,3
firepower,firepower,2
firereels,firereel,3
firerooms,fireroom,3
fireships,fireship,3
firesides,fireside,2
firestone,firestone,3
firestorm,firestorm,2
firethorn,firethorn,3
firetraps,firetrap,3
firetruck,firetruck,2
firewalls,firewall,2
firewater,firewater,3
fireweeds,fireweed,3
firewoman,firewoman,3
firewomen,firewoman,3
firewoods,firewood,2
fireworks,firework,3
fireworms,fireworm,3
firmament,firmament,2
firmwares,firmware,2
firstborn,firstborn,2
firstling,firstling,3
firstness,firstness,3
fiscalist,fiscalist,3
fishboats,fishboat,3
fishbolts,fishbolt,3
fishbones,fishbone,3
fishbowls,fishbowl,2
fisheries,fishery,1
fisherman,fisherman,1
fishermen,fisherman,1
fishhooks,fishhook,2
fishiness,fishiness,3
fishkills,fishkill,3
fishlines,fishline,3
fishmeals,fishmeal,2
fishplate,fishplate,3
fishpoles,fishpole,3
fishponds,fishpond,2
fishtails,fishtail,2
fishwives,fishwife,3
fishworms,fishworm,3
fissility,fissility,3
fissipeds,fissiped,3
fistfight,fistfight,2
fisticuff,fisticuff,2
fistnotes,fistnote,3
fitnesses,fitness,1
fixations,fixation,2
fixatives,fixative,2
fixedness,fixedness,3
fizziness,fizziness,3
flabellum,flabellum,3
flagellin,flagellin,3
flagellum,flagellum,3
flageolet,flageolet,3
flaggings,flagging,2
flagpoles,flagpole,2
flagrance,flagrance,3
flagrancy,flagrancy,3
flagships,flagship,2
flagstaff,flagstaff,3
flagstick,flagstick,3
flagstone,flagstone,2
flakiness,flakiness,3
flambeaus,flambeau,3
flambeaux,flambeau,3
flamencos,flamenco,2
flameouts,flameout,2
flamingos,flamingo,2
flammable,flammable,2
flancards,flancard,3
flaneries,flanerie,3
flangings,flanging,3
flannelet,flannelet,3
flaperons,flaperon,3
flapjacks,flapjack,2
flareback,flareback,3
flashback,flashback,2
flashbulb,flashbulb,2
flashcard,flashcard,2
flashcube,flashcube,3
flashguns,flashgun,3
flashings,flashing,2
flashlamp,flashlamp,3
flashover,flashover,3
flashtube,flashtube,3
flatboats,flatboat,3
flatbread,flatbread,2
flatbrods,flatbrod,3
flatheads,flathead,2
flatirons,flatiron,2
flatlands,flatland,2
flatliner,flatliner,3
flatmates,flatmate,2
flatpacks,flatpack,3
flattener,flattener,3
flatterer,flatterer,3
flatwares,flatware,2
flatwater,flatwater,3
flatworks,flatwork,3
flatworms,flatworm,2
flaunters,flaunter,3
flautists,flautist,3
flavanols,flavanol,3
flavanone,flavanone,3
flavonoid,flavonoid,2
flavonols,flavonol,3
flavorers,flavorer,3
flavoring,flavor,1
flavorist,flavorist,3
flaxseeds,flaxseed,2
fleabanes,fleabane,3
fleabites,fleabite,3
fleaworts,fleawort,3
flechette,flechette,3
flections,flection,3
fledgling,fledgling,2
fleetness,fleetness,3
flerovium,flerovium,3
fleshings,fleshing,3
fleshment,fleshment,3
fleshpots,fleshpot,3
fletchers,fletcher,3
flexagons,flexagon,3
flexitime,flexitime,3
flextimer,flextimer,3
flextimes,flextime,2
flexwings,flexwing,3
flinchers,flincher,3
flinkites,flinkite,3
flinthead,flinthead,3
flintlock,flintlock,2
flipbooks,flipbook,3
flippancy,flippancy,3
flixweeds,flixweed,3
floatages,floatage,3
floatbase,floatbase,3
floccules,floccule,3
flocculus,flocculus,3
flockings,flocking,3
floggings,flogging,2
floodgate,floodgate,2
floodings,flooding,1
floodtide,floodtide,3
floodwall,floodwall,3
floodways,floodway,3
floorages,floorage,3
floorings,flooring,2
floorpans,floorpan,3
floorshow,floorshow,3
flophouse,flophouse,2
flopovers,flopover,3
florences,florence,3
floricane,floricane,3
floridity,floridity,3
florigens,florigen,3
floristry,floristry,3
flossings,flossing,3
flotation,flotation,2
flotillas,flotilla,2
flounders,flounder,2
flowchart,flowchart,2
flowerage,flowerage,3
flowerers,flowerer,3
flowerets,floweret,3
flowering,flower,1
flowerpot,flowerpot,2
flowmeter,flowmeter,2
flowstone,flowstone,3
fluencies,fluency,1
fluffball,fluffball,3
fluidizer,fluidizer,3
fluidness,fluidness,3
fluidrams,fluidram,3
flukiness,flukiness,3
flunkyism,flunkyism,3
fluorenes,fluorene,3
fluorides,fluoride,2
fluorines,fluorine,2
fluorites,fluorite,3
fluoroses,fluorosis,3
fluorosis,fluorosis,3
fluorspar,fluorspar,3
flushings,flushing,2
flushness,flushness,3
flutterer,flutterer,3
fluxgates,fluxgate,3
flybridge,flybridge,2
flyfisher,flyfisher,3
flyleaves,flyleaf,3
flypapers,flypaper,3
flyrodder,flyrodder,3
flysheets,flysheet,3
flyweight,flyweight,2
flywheels,flywheel,2
foaminess,foaminess,3
focaccias,focaccia,2
fogeydoms,fogeydom,3
fogeyisms,fogeyism,3
fogfruits,fogfruit,3
fogginess,fogginess,3
foglights,foglight,3
foldaways,foldaway,3
foldboats,foldboat,3
folderols,folderol,3
foliation,foliation,3
folkiness,folkiness,3
folklifes,folklife,2
folklives,folklife,2
folklores,folklore,2
folkmoots,folkmoot,3
folkmotes,folkmote,3
folksongs,folksong,3
folktales,folktale,2
follicles,follicle,2
followers,follower,1
following,follow,1
followups,followup,3
fomenters,fomenter,3
fondlings,fondling,3
fontanels,fontanel,3
fooderies,foodery,3
foodlands,foodland,3
foodstuff,foodstuff,2
foofaraws,foofaraw,3
fooleries,foolery,3
foolscaps,foolscap,3
foosballs,foosball,2
footballs,football,1
footbaths,footbath,3
footboard,footboard,2
footcloth,footcloth,3
footfalls,footfall,2
footgears,footgear,3
foothills,foothill,2
footholds,foothold,2
footlight,footlight,2
footlongs,footlong,3
footmarks,footmark,3
footnotes,footnote,1
footpaces,footpace,3
footpaths,footpath,2
footplate,footplate,2
footprint,footprint,1
footraces,footrace,2
footrests,footrest,2
footropes,footrope,3
footstalk,footstalk,3
footstall,footstall,3
footsteps,footstep,1
footstock,footstock,3
footstone,footstone,3
footstool,footstool,2
footwalls,footwall,3
footwells,footwell,3
footworks,footwork,2
fopperies,foppery,3
forbearer,forbearer,3
forbidals,forbidal,3
forbidder,forbidder,3
forcemeat,forcemeat,3
forceouts,forceout,3
forebears,forebear,2
foreboder,foreboder,3
forebooms,foreboom,3
forebrain,forebrain,2
forecasts,forecast,1
forecourt,forecourt,2
foredecks,foredeck,2
forefaces,foreface,3
forefront,forefront,1
foregoers,foregoer,3
forehands,forehand,2
foreheads,forehead,1
forehoofs,forehoof,3
foreigner,foreigner,1
forelands,foreland,3
forelimbs,forelimb,2
forelocks,forelock,2
foremasts,foremast,3
foremilks,foremilk,3
forenames,forename,3
forenoons,forenoon,3
forensics,forensic,1
foreparts,forepart,3
forepeaks,forepeak,3
foreplays,foreplay,2
foreranks,forerank,3
foresails,foresail,3
foreseers,foreseer,3
foreshank,foreshank,3
foresheet,foresheet,3
foreshock,foreshock,3
foreshore,foreshore,3
foresides,foreside,3
foresight,foresight,2
foreskins,foreskin,2
forestage,forestage,3
forestays,forestay,3
foresters,forester,2
foretaste,foretaste,2
foreteeth,foretooth,3
foretimes,foretime,3
foretooth,foretooth,3
forewings,forewing,3
forewoman,forewoman,2
forewomen,forewoman,2
forewords,foreword,2
foreyards,foreyard,3
forfeiter,forfeiter,3
forgeries,forgery,2
forgetter,forgetter,3
forgivers,forgiver,3
forkballs,forkball,3
forkiness,forkiness,3
forklifts,forklift,2
formalins,formalin,2
formalism,formalism,2
formalist,formalist,2
formality,formality,2
formamide,formamide,3
formation,formation,1
formative,formative,2
formatter,formatter,3
formicary,formicary,3
formulary,formulary,2
formulism,formulism,3
formulist,formulist,3
formworks,formwork,3
forsakers,forsaker,3
forsythia,forsythia,2
fortalice,fortalice,3
fortieths,fortieth,2
fortifier,fortifier,3
fortitude,fortitude,2
fortnight,fortnight,2
fortunate,fortunate,1
forwarder,forward,1
forzandos,forzando,3
foscarnet,foscarnet,3
fossettes,fossette,3
fossicker,fossicker,3
fosterage,fosterage,3
fosterers,fosterer,3
fostering,foster,1
foulbrood,foulbrood,3
foundling,foundling,2
foundries,foundry,2
fountains,fountain,1
fourpence,fourpence,3
fourpenny,fourpenny,3
fourscore,fourscore,3
foursomes,foursome,2
fourteens,fourteen,1
foveolets,foveolet,3
fowlpoxes,fowlpox,3
foxfishes,foxfish,3
foxgloves,foxglove,2
foxhounds,foxhound,3
foxhunter,foxhunter,3
frackings,fracking,2
fractions,fraction,1
fracturer,fracturer,3
fractures,fracture,1
fraggings,fragging,3
fragility,fragility,2
fragments,fragment,1
fragrance,fragrance,1
fragrancy,fragrancy,3
frailness,frailness,3
frailties,frailty,2
frambesia,frambesia,3
framboise,framboise,3
framework,framework,1
franchise,franchise,1
franciums,francium,3
francolin,francolin,3
franglais,franglais,3
frankfort,frankfort,3
frankfurt,frankfurt,3
franklins,franklin,3
frankness,frankness,2
franseria,franseria,3
frascatis,frascati,3
fraudster,fraudster,2
frauleins,fraulein,3
freakouts,freakout,3
freebaser,freebaser,3
freeboard,freeboard,3
freeholds,freehold,2
freemason,freemason,2
freerides,freeride,3
freestone,freestone,3
freestyle,freestyle,2
freewares,freeware,2
freezings,freezing,1
freighter,freighter,2
frenemies,frenemy,3
frenetics,frenetic,2
frenulums,frenulum,3
frequence,frequence,3
frequency,frequency,1
frescoers,frescoer,3
frescoist,frescoist,3
freshener,freshener,2
freshness,freshness,2
fretboard,fretboard,3
fretworks,fretwork,3
friarbird,friarbird,3
fribblers,fribbler,3
fricassee,fricassee,3
fricative,fricative,2
frictions,friction,1
friedcake,friedcake,3
frigidity,frigidity,3
frillings,frilling,3
fringings,fringing,3
frisettes,frisette,3
frittatas,frittata,2
fritterer,fritterer,3
friulanos,friulano,3
frivolers,frivoler,3
frivolity,frivolity,2
frivoller,frivoller,3
frizettes,frizette,3
frizzlers,frizzler,3
froggings,frogging,3
frogmouth,frogmouth,3
frogspawn,frogspawn,3
froideurs,froideur,3
frolicker,frolicker,3
frondeurs,frondeur,3
frontages,frontage,2
frontenis,frontenis,3
frontiers,frontier,1
frontlets,frontlet,3
frontline,frontline,2
frontlist,frontlist,3
frontward,frontward,3
frostbite,frostbite,2
frostfish,frostfish,3
frostings,frosting,2
frostline,frostline,3
frostnips,frostnip,3
frostwork,frostwork,3
frothings,frothing,2
frottages,frottage,3
frotteurs,frotteur,3
froufrous,froufrou,3
fructoses,fructose,2
frugality,frugality,2
frugivore,frugivore,3
fruitages,fruitage,3
fruitcake,fruitcake,2
fruiterer,fruiterer,3
fruitings,fruiting,3
fruitions,fruition,2
fruitlets,fruitlet,3
fruitwood,fruitwood,3
fruitworm,fruitworm,3
frustules,frustule,3
frybreads,frybread,3
fuchsines,fuchsine,3
fuckfaces,fuckface,3
fuckheads,fuckhead,2
fuelwoods,fuelwood,2
fugitives,fugitive,1
fulfiller,fulfiller,3
fulgurite,fulgurite,3
fullbacks,fullback,2
fullblood,fullblood,3
fullerene,fullerene,2
fulleries,fullery,3
fullfaces,fullface,3
fulnesses,fulness,2
fumarases,fumarase,3
fumarates,fumarate,3
fumaroles,fumarole,2
fumigants,fumigant,3
fumigator,fumigator,3
functions,function,1
fundament,fundament,2
fungibles,fungible,2
fungicide,fungicide,2
fungistat,fungistat,3
funhouses,funhouse,2
funicular,funicular,3
funiculus,funiculus,3
funkiness,funkiness,3
funksters,funkster,3
funniness,funniness,3
funplexes,funplex,3
furanoses,furanose,3
furbearer,furbearer,3
furbisher,furbisher,3
furcation,furcation,3
furcraeas,furcraea,3
furfurals,furfural,3
furfurans,furfuran,3
furloughs,furlough,2
furmeties,furmety,3
furmities,furmity,3
furnisher,furnisher,3
furniture,furniture,1
furpieces,furpiece,3
furriners,furriner,3
furriness,furriness,3
furrowers,furrower,3
furtherer,furtherer,3
furuncles,furuncle,3
fusariums,fusarium,3
fuselages,fuselage,2
fusileers,fusileer,3
fusiliers,fusilier,3
fusillade,fusillade,2
fusionism,fusionism,3
fusionist,fusionist,3
fussiness,fussiness,3
fustiness,fustiness,3
fusulinid,fusulinid,3
futurisms,futurism,2
futurists,futurist,2
fuzzballs,fuzzball,3
fuzziness,fuzziness,2
fuzztones,fuzztone,3
fabricants,fabricant,3
fabricator,fabricator,2
fabulators,fabulator,3
facecloths,facecloth,3
faceplates,faceplate,2
facileness,facileness,3
facilities,facility,1
facsimiles,facsimile,2
factorages,factorage,3
factorials,factorial,2
factorship,factorship,3
factualism,factualism,3
factualist,factualist,3
factuality,factuality,3
faggotings,faggotings,3
faineances,faineance,3
fairground,fairground,2
fairleader,fairleader,3
fairnesses,fairness,1
fairyhoods,fairyhood,3
fairylands,fairyland,2
falconries,falconry,2
faldstools,faldstool,3
fallboards,fallboard,3
fallenness,fallenness,3
fallfishes,fallfish,3
fallowness,fallowness,3
falsefaces,falseface,3
falsehoods,falsehood,2
falseworks,falsework,3
falsifiers,falsifier,3
familyhood,familyhood,3
famishment,famishment,3
famousness,famousness,3
fanaticism,fanaticism,2
fancyworks,fancywork,3
fandangles,fandangle,3
fandangoes,fandango,2
fantasists,fantasist,2
fantasizer,fantasizer,3
fantastico,fantastico,3
fantastics,fantastic,1
fantoccini,fantoccini,3
faradizers,faradizer,3
farandoles,farandole,3
farmerette,farmerette,3
farmhouses,farmhouse,2
farmsteads,farmstead,2
farmworker,farmworker,2
farrieries,farriery,3
farrowings,farrowing,3
fasciation,fasciation,3
fascicules,fascicule,3
fasciculus,fasciculus,3
fascinator,fascinator,3
fascitises,fascitis,3
fashioners,fashioner,3
fashioning,fashion,1
fastballer,fastballer,3
fastenings,fastenings,3
fastigiums,fastigium,3
fastnesses,fastness,3
fatalities,fatality,2
fatherhood,fatherhood,2
fatherings,fathering,3
fatherland,fatherland,2
fatshedera,fatshedera,3
faucetries,faucetry,3
faultiness,faultiness,3
favoritism,favoritism,2
favourites,favourite,2
fearmonger,fearmonger,3
featherbed,featherbed,3
feathering,feather,1
featurette,featurette,2
febrifuges,febrifuge,3
feculences,feculence,3
federacies,federacy,3
federalese,federalese,3
federalism,federalism,2
federalist,federalist,2
federation,federation,1
federators,federator,3
feebleness,feebleness,3
feedgrains,feedgrain,3
feedstocks,feedstock,2
feedstuffs,feedstuff,3
feistiness,feistiness,3
feldschers,feldscher,3
felicities,felicity,2
felinities,felinity,3
fellations,fellation,3
fellfields,fellfield,3
fellnesses,fellness,3
fellowship,fellowship,1
felquistes,felquiste,3
femaleness,femaleness,2
feminacies,feminacy,3
femininity,femininity,2
feminities,feminity,3
fencelines,fenceline,3
fencewires,fencewire,3
fenugreeks,fenugreek,3
feoffments,feoffment,3
feracities,feracity,3
feretories,feretory,3
fermenters,fermenter,2
fermentors,fermentor,3
ferocities,ferocity,2
ferredoxin,ferredoxin,3
ferretings,ferretings,3
ferrocenes,ferrocene,3
ferryboats,ferryboat,2
fertiliser,fertiliser,2
fertilizer,fertilizer,1
fervencies,fervency,3
fervidness,fervidness,3
festoonery,festoonery,3
fetichisms,fetichism,3
fetidities,fetidity,3
fetishisms,fetishism,2
fetishists,fetishist,2
fetologies,fetology,3
fetologist,fetologist,3
fetoscopes,fetoscope,3
fettuccine,fettuccine,2
fettuccini,fettuccini,3
feudalisms,feudalism,2
feudalists,feudalist,3
feuilletes,feuillete,3
feuilleton,feuilleton,3
feverroots,feverroot,3
feverweeds,feverweed,3
feverworts,feverwort,3
fianchetto,fianchetto,3
fiberboard,fiberboard,2
fiberfills,fiberfill,3
fiberglass,fiberglass,2
fiberscope,fiberscope,3
fibreboard,fibreboard,3
fibrefills,fibrefill,3
fibrinogen,fibrinogen,2
fibrinoids,fibrinoid,3
fibroblast,fibroblast,2
fibrositis,fibrositis,3
fickleness,fickleness,2
fictioneer,fictioneer,3
fictionist,fictionist,3
fiddleback,fiddleback,3
fiddlehead,fiddlehead,2
fidelismos,fidelismo,3
fidelistas,fidelista,3
fidelities,fidelity,1
fieldfares,fieldfare,3
fieldpiece,fieldpiece,3
fieldstone,fieldstone,2
fieldworks,fieldwork,2
fierceness,fierceness,2
fifteenths,fifteenth,2
fightbacks,fightback,3
figuration,figuration,2
figurehead,figurehead,2
filariases,filariasis,3
filariasis,filariasis,3
filefishes,filefish,3
filiations,filiation,3
filibuster,filibuster,2
fillisters,fillister,3
filmgoings,filmgoing,3
filmmakers,filmmaker,1
filmmaking,filmmaking,2
filmsetter,filmsetter,3
filmstrips,filmstrip,2
filoplumes,filoplume,3
filopodium,filopodium,3
filthiness,filthiness,3
filtration,filtration,2
finalities,finality,2
finalizers,finalizer,3
financials,financial,1
financiers,financier,2
financings,financings,3
finenesses,fineness,2
fingerhold,fingerhold,3
fingerings,fingerings,3
fingerling,fingerling,2
fingermark,fingermark,3
fingernail,fingernail,1
fingerplay,fingerplay,3
fingerpost,fingerpost,3
fingertips,fingertip,1
finiteness,finiteness,3
finocchios,finocchio,3
fioraturae,fioratura,3
fireballer,fireballer,3
fireboards,fireboard,3
firebrands,firebrand,2
firebreaks,firebreak,3
firebricks,firebrick,3
firecherry,firecherry,3
firedrakes,firedrake,3
firefights,firefight,2
firefloods,fireflood,3
fireguards,fireguard,3
firehouses,firehouse,2
firelights,firelight,2
fireplaces,fireplace,1
firepowers,firepower,2
firestones,firestone,3
firestorms,firestorm,2
firethorns,firethorn,3
firetrucks,firetruck,2
firewaters,firewater,3
firmaments,firmament,2
firmnesses,firmness,2
firstborns,firstborn,2
firstlings,firstling,3
fiscalists,fiscalist,3
fishburger,fishburger,3
fisherfolk,fisherfolk,3
fishmonger,fishmonger,2
fishplates,fishplate,3
fistfights,fistfight,2
fisticuffs,fisticuff,2
fitfulness,fitfulness,3
flabbiness,flabbiness,3
flaccidity,flaccidity,3
flackeries,flackery,3
flagellant,flagellant,3
flagellins,flagellin,3
flagellums,flagellum,3
flageolets,flageolet,3
flagrances,flagrance,3
flagstaffs,flagstaff,3
flagstaves,flagstaff,3
flagsticks,flagstick,3
flagstones,flagstone,2
flamboyant,flamboyant,2
flamingoes,flamingo,2
flammables,flammable,2
flannelets,flannelet,3
flapdoodle,flapdoodle,3
flarebacks,flareback,3
flashbacks,flashback,2
flashboard,flashboard,3
flashbulbs,flashbulb,2
flashcards,flashcard,2
flashcubes,flashcube,3
flashiness,flashiness,3
flashlamps,flashlamp,3
flashlight,flashlight,1
flashovers,flashover,3
flashpoint,flashpoint,2
flashtubes,flashtube,3
flatbreads,flatbread,2
flatfishes,flatfish,3
flatlander,flatlander,2
flatliners,flatliner,3
flatnesses,flatness,2
flatpicker,flatpicker,3
flatteners,flattener,3
flattening,flatten,1
flatterers,flatterer,3
flatteries,flattery,2
flatulence,flatulence,2
flatulency,flatulency,3
flatwashes,flatwash,3
flatwaters,flatwater,3
flavanones,flavanone,3
flavivirus,flavivirus,3
flavonoids,flavonoid,2
flavorings,flavorings,3
flavorists,flavorist,3
flavouring,flavour|flavouring,3
fleahopper,fleahopper,3
flechettes,flechette,3
fledglings,fledgling,2
fleeciness,fleeciness,3
fleroviums,flerovium,3
fleshiness,fleshiness,3
fleshments,fleshment,3
fletchings,fletchings,3
flexitimes,flexitime,3
flextimers,flextimer,3
flimsiness,flimsiness,3
flintheads,flinthead,3
flintiness,flintiness,3
flintlocks,flintlock,2
flirtation,flirtation,2
floatation,floatation,3
floatbases,floatbase,3
floathouse,floathouse,3
floatplane,floatplane,2
flocculant,flocculant,3
floodgates,floodgate,2
floodlight,floodlight,2
floodplain,floodplain,2
floodtides,floodtide,3
floodwalls,floodwall,3
floodwater,floodwater,3
floorboard,floorboard,2
floorcloth,floorcloth,3
floorshows,floorshow,3
flophouses,flophouse,2
floppiness,floppiness,3
florentine,florentine,2
floriation,floriation,3
floribunda,floribunda,3
floricanes,floricane,3
floridness,floridness,3
florilegia,florilegium,3
floristics,floristics,3
flotations,flotation,2
flouncings,flouncings,3
flourisher,flourisher,3
flourishes,flourish,1
flowcharts,flowchart,2
flowerages,flowerage,3
flowerette,flowerette,3
flowerpots,flowerpot,2
flowmeters,flowmeter,2
flowstones,flowstone,3
fluffballs,fluffball,3
fluffiness,fluffiness,3
flugelhorn,flugelhorn,3
fluidities,fluidity,2
fluidizers,fluidizer,3
flummeries,flummery,3
flunkyisms,flunkyism,3
fluorescer,fluorescer,3
fluorspars,fluorspar,3
fluoxetine,fluoxetine,3
flutterers,flutterer,3
fluttering,flutter|fluttering,1
flybridges,flybridge,2
flycatcher,flycatcher,2
flyfishers,flyfisher,3
flyrodders,flyrodder,3
flyswatter,flyswatter,3
flyweights,flyweight,2
foamflower,foamflower,3
foliations,foliation,3
folklorist,folklorist,2
folksiness,folksiness,3
folksinger,folksinger,2
followings,followings,3
fondnesses,fondness,2
fontanelle,fontanelle,3
foodstuffs,foodstuff,2
foolfishes,foolfish,3
footballer,footballer,2
footboards,footboard,2
footbridge,footbridge,2
footcloths,footcloth,3
footlights,footlight,2
footlocker,footlocker,2
footplates,footplate,2
footprints,footprint,1
footstalks,footstalk,3
footstalls,footstall,3
footstocks,footstock,3
footstones,footstone,3
footstools,footstool,2
forbearers,forbearer,3
forbidders,forbidder,3
forcemeats,forcemeat,3
forebearer,forebearer,3
foreboders,foreboder,3
forebodies,forebody,3
foreboding,forebode,3
forebrains,forebrain,2
forecaddie,forecaddie,3
forecaster,forecaster,2
forecastle,forecastle,3
forecourts,forecourt,2
forefather,forefather,2
forefinger,forefinger,2
forefronts,forefront,1
foreground,foreground,2
forehooves,forehoof,3
foreigners,foreigner,1
foreignism,foreignism,3
foreladies,forelady,3
foremother,foremother,3
foreperson,foreperson,2
forerunner,forerunner,2
foreshanks,foreshank,3
foresheets,foresheet,3
foreshocks,foreshock,3
foreshores,foreshore,3
foresights,foresight,2
forestages,forestage,3
forestland,forestland,2
forestries,forestry,2
foreteller,foreteller,3
foretopman,foretopman,3
foretopmen,foretopman,3
forfeiters,forfeiter,3
forfeiture,forfeiture,2
forgetters,forgetter,3
formalisms,formalism,2
formalists,formalist,2
formalizer,formalizer,3
formalness,formalness,3
formamides,formamide,3
formations,formation,1
formatives,formative,2
formatters,formatter,3
formatting,format,1
formulator,formulator,3
formulisms,formulism,3
formulists,formulist,3
fornicator,fornicator,2
forsythias,forsythia,2
fortalices,fortalice,3
fortepiano,fortepiano,3
forthright,forthright,2
fortifiers,fortifier,3
fortissimi,fortissimo,3
fortissimo,fortissimo,3
fortitudes,fortitude,2
fortnights,fortnight,2
fortresses,fortress,1
fortuities,fortuity,3
fortunates,fortunate,1
forwarders,forwarders,3
forwarding,forward,1
foscarnets,foscarnet,3
fossickers,fossicker,3
fosterages,fosterage,3
fosterling,fosterling,3
foulbroods,foulbrood,3
foulnesses,foulness,2
foundation,foundation,1
foundlings,foundling,2
fourchette,fourchette,3
fourpences,fourpence,3
fourplexes,fourplex,3
fourragere,fourragere,3
fourscores,fourscore,3
foursquare,foursquare,2
fourteener,fourteener,3
fourteenth,fourteenth,2
foxberries,foxberry,3
foxhunters,foxhunter,3
foxinesses,foxiness,3
fozinesses,foziness,3
fracturers,fracturer,3
fracturing,fracture,1
fragrances,fragrance,1
frambesias,frambesia,3
framboises,framboise,3
frameshift,frameshift,3
frameworks,framework,1
franchisee,franchisee,2
franchiser,franchiser,2
franchises,franchise,1
franchisor,franchisor,2
francolins,francolin,3
frangipane,frangipane,3
frangipani,frangipani,3
frankforts,frankfort,3
frankfurts,frankfurt,3
franserias,franseria,3
fraternity,fraternity,1
fratricide,fratricide,2
fraudsters,fraudster,2
fraxinella,fraxinella,3
freakiness,freakiness,3
freebasers,freebaser,3
freeboards,freeboard,3
freebooter,freebooter,3
freedwoman,freedwoman,3
freedwomen,freedwoman,3
freeganism,freeganism,3
freeholder,freeholder,2
freelancer,freelancer,2
freeloader,freeloader,2
freemartin,freemartin,3
freemasons,freemason,2
freenesses,freeness,3
freestones,freestone,3
freestyler,freestyler,3
freightage,freightage,3
freighters,freighter,2
fremituses,fremitus,3
frequences,frequence,3
frescoists,frescoist,3
fresheners,freshener,2
freshwater,freshwater,2
fretboards,fretboard,3
friability,friability,3
friarbirds,friarbird,3
fricandeau,fricandeau,3
fricandoes,fricando,3
fricatives,fricative,2
friedcakes,friedcake,3
friendlies,friendly,1
friendship,friendship,1
frightener,frightener,3
frigidness,frigidness,3
frilleries,frillery,3
frilliness,frilliness,3
fringetree,fringetree,3
fripperies,frippery,3
friskiness,friskiness,3
fritillary,fritillary,3
fritterers,fritterer,3
frivollers,frivoller,3
frizziness,frizziness,3
frogfishes,frogfish,3
froghopper,froghopper,3
frogmouths,frogmouth,3
frogspawns,frogspawn,3
frolickers,frolicker,3
fromenties,fromenty,3
frontality,frontality,3
frontcourt,frontcourt,2
frontlines,frontline,2
frontlists,frontlist,3
frontwards,frontward,3
frontwoman,frontwoman,3
frontwomen,frontwoman,3
frostiness,frostiness,3
frostlines,frostline,3
frostworks,frostwork,3
frothiness,frothiness,3
frowziness,frowziness,3
frozenness,frozenness,3
frugalness,frugalness,3
frugivores,frugivore,3
fruitarian,fruitarian,3
fruitcakes,fruitcake,2
fruiterers,fruiterer,3
fruitiness,fruitiness,3
fruitwoods,fruitwood,3
fruitworms,fruitworm,3
frumenties,frumenty,3
frumpiness,frumpiness,3
frustrater,frustrater,3
fugacities,fugacity,3
fulfillers,fulfiller,3
fulfilment,fulfilment,2
fulgurites,fulgurite,3
fullbloods,fullblood,3
fullerenes,fullerene,2
fullnesses,fullness,2
fumatories,fumatory,3
fumigation,fumigation,2
fumigators,fumigator,3
fumitories,fumitory,3
fundaments,fundament,2
fundraiser,fundraiser,3
fungicides,fungicide,2
fungistats,fungistat,3
funiculars,funicular,3
furanoside,furanoside,3
furbearers,furbearer,3
furbishers,furbisher,3
furcations,furcation,3
furmenties,furmenty,3
furnishers,furnisher,3
furnishing,furnish,1
furnitures,furniture,1
furosemide,furosemide,3
furrieries,furriery,3
furtherers,furtherer,3
fusibility,fusibility,3
fusillades,fusillade,2
fusionisms,fusionism,3
fusionists,fusionist,3
fussbudget,fussbudget,3
fusulinids,fusulinid,3
futileness,futileness,3
futilities,futility,2
futurities,futurity,2
futurology,futurology,3
fabrication,fabrication,2
fabricators,fabricator,2
facilitator,facilitator,2
facticities,facticity,3
factorships,factorship,3
factualisms,factualism,3
factualists,factualist,3
factualness,factualness,3
faddishness,faddishness,3
fadednesses,fadedness,3
faintnesses,faintness,2
fairgrounds,fairground,2
fairleaders,fairleader,3
fallaleries,fallalery,3
fallibility,fallibility,2
falsenesses,falseness,2
familiarity,familiarity,1
familyhoods,familyhood,3
famishments,famishment,3
fanaticisms,fanaticism,2
fancinesses,fanciness,3
fanfaronade,fanfaronade,3
fantasizers,fantasizer,3
fantasyland,fantasyland,2
farcicality,farcicality,3
farkleberry,farkleberry,3
farmerettes,farmerette,3
farmworkers,farmworker,2
farthingale,farthingale,3
fasciations,fasciation,3
fasciitises,fasciitis,2
fascination,fascination,1
fascinators,fascinator,3
fashionable,fashionable,1
fashionista,fashionista,2
fastballers,fastballer,3
fatalnesses,fatalness,3
